#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_33107	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_33113	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33114	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33115	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33116	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33117	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	s_
ASV_33118	Eukaryota	Ochrophyta	Chrysophyceae	unknown	unknown	g_	s_
ASV_33119	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33120	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33121	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33122	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	Praya	Praya reticulata
ASV_33123	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	g_	s_
ASV_33124	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33125	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33127	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33129	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33130	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_33131	Eukaryota	Haptophyta	Haptophyta	unassigned	unassigned	g_	s_
ASV_33133	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_33134	Eukaryota	Annelida	Polychaeta	Golfingiida	Sipunculidae	g_	s_
ASV_33136	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33137	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33138	Eukaryota	Mollusca	Gastropoda	unknown	Planorbidae	g_	s_
ASV_33139	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33140	Eukaryota	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_33141	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33143	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_33144	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33145	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33148	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_33149	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33150	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_33151	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33152	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33153	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_33154	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	g_	s_
ASV_33155	Eukaryota	Mollusca	Gastropoda	unknown	Planorbidae	g_	s_
ASV_33160	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33161	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33162	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33163	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33169	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33170	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33171	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33172	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_33174	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_33175	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_33176	Eukaryota	Arthropoda	Insecta	Hemiptera	Lachnidae	g_	s_
ASV_33177	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33178	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33179	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	g_	s_
ASV_33180	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_33181	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33182	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33183	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33184	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	g_	s_
ASV_33186	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33187	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33188	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33189	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_33190	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33191	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33192	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33193	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	g_	s_
ASV_33194	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33195	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33198	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33200	Eukaryota	Arthropoda	Insecta	Diptera	Phoridae	g_	s_
ASV_33201	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_33202	Eukaryota	Arthropoda	Insecta	Coleoptera	Carabidae	g_	s_
ASV_33203	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33204	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33205	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33206	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Polyorchidae	g_	s_
ASV_33207	Eukaryota	Ctenophora	Tentaculata	Lobata	Bolinopsidae	g_	s_
ASV_33208	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	g_	s_
ASV_33210	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33211	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33212	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33213	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33214	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33215	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33216	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33218	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33219	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_33220	Eukaryota	Arthropoda	Insecta	Coleoptera	Carabidae	g_	s_
ASV_33221	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33222	Eukaryota	Arthropoda	Insecta	Coleoptera	Endomychidae	g_	s_
ASV_33223	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33226	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33230	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33231	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Halopterididae	g_	s_
ASV_33232	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33235	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33236	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33237	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33238	Eukaryota	Mollusca	Gastropoda	Stylommatophora	Vitrinidae	g_	s_
ASV_33239	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	g_	s_
ASV_33242	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiogetonaceae	g_	s_
ASV_33243	Eukaryota	Bacillariophyta	Mediophyceae	Anaulales	Anaulaceae	g_	s_
ASV_33244	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33245	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33246	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33247	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_33249	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	g_	s_
ASV_33250	Eukaryota	Annelida	Polychaeta	Capitellida	Maldanidae	g_	s_
ASV_33251	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33253	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33254	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33260	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_33261	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33262	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_33263	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33264	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33265	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33266	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33269	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_33271	Eukaryota	Haptophyta	Haptophyta	unassigned	unassigned	g_	s_
ASV_33272	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33273	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33274	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33275	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33276	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33277	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33278	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33279	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_33280	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33281	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33284	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33285	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33286	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_33287	Eukaryota	Arthropoda	Malacostraca	Mysida	Mysidae	g_	s_
ASV_33289	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33293	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33298	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33299	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	Cuninidae	Solmissus	Solmissus marshalli
ASV_33300	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_33301	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_33302	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_33303	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33304	Eukaryota	unknown	unknown	unknown	Vannellidae	g_	s_
ASV_33305	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_33306	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33307	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33308	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_33312	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33313	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Moerisiidae	g_	s_
ASV_33314	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	g_	s_
ASV_33316	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_33317	Eukaryota	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_33318	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Furcellariaceae	g_	s_
ASV_33319	Eukaryota	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	g_	s_
ASV_33320	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33322	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_33323	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33326	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_33327	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33329	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33330	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_33332	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_33333	Eukaryota	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_33334	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33335	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33336	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33337	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33338	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_33340	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	g_	s_
ASV_33342	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	g_	s_
ASV_33344	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33345	Eukaryota	Arthropoda	Insecta	Coleoptera	unassigned	g_	s_
ASV_33350	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33351	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_33352	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33353	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33354	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33355	Eukaryota	Ochrophyta	Chrysophyceae	unknown	unknown	g_	s_
ASV_33356	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33359	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33360	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33362	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_33363	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_33364	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_33365	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33366	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	g_	s_
ASV_33367	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33368	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33369	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33370	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33371	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33374	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33375	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33376	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33380	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33381	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33383	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33384	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_33385	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33386	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33387	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_33388	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33389	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	g_	s_
ASV_33392	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33393	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33396	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33397	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_33398	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_33399	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33400	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_33401	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_33402	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33403	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	g_	s_
ASV_33404	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33405	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33406	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33407	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33408	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	g_	s_
ASV_33409	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33410	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33411	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33412	Eukaryota	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_33413	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33415	Eukaryota	Arthropoda	Collembola	Symphypleona	Sminthurididae	g_	s_
ASV_33416	Eukaryota	unknown	Synurophyceae	Ochromonadales	Ochromonadaceae	g_	s_
ASV_33417	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33418	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_33419	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33421	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_33422	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_33423	Eukaryota	unknown	unknown	Himatismenida	Cochliopodiidae	g_	s_
ASV_33424	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_33426	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33427	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33428	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33431	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_33432	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33433	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	g_	s_
ASV_33435	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Kirchenpaueriidae	g_	s_
ASV_33436	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33438	Eukaryota	unknown	unknown	unknown	Vannellidae	g_	s_
ASV_33439	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	g_	s_
ASV_33443	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33444	Eukaryota	Ochrophyta	Phaeophyceae	Onslowiales	Onslowiaceae	g_	s_
ASV_33445	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33446	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_33448	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33451	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33452	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_33453	Eukaryota	Bacillariophyta	Bacillariophyceae	unassigned	unassigned	g_	s_
ASV_33456	Eukaryota	Arthropoda	Arachnida	Araneae	Selenopidae	g_	s_
ASV_33457	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33458	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33460	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33461	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33462	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33463	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33464	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_33465	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_33466	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	g_	s_
ASV_33469	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33472	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33473	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33474	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33476	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33477	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33481	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_33483	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33484	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33488	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33489	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33490	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33492	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33493	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33494	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33497	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Paraphronimidae	g_	s_
ASV_33498	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33499	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33500	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33501	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	g_	s_
ASV_33503	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	g_	s_
ASV_33508	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33509	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_33510	Eukaryota	Arthropoda	Insecta	Diptera	Ceratopogonidae	g_	s_
ASV_33511	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_33512	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_33513	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33514	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33515	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_33517	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33518	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_33519	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33520	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33521	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33522	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_33523	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33524	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_33525	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	Praya	Praya reticulata
