#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d5bc61f90f231d15cad051d8195ce9e5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
5b2af9c71e60eb83d77fab6a171fb0b5	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 
a593a822dc1a2346feb9eeef8d4e9fad	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 BD2-3	 BD2-3	 uncultured_bacterium
6d114cbf0220cc91408f710d7a7fd3f9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 uncultured_bacterium
721bbde09abf2f51fc7d8caeab5b22f1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1	 
d9eea834805833ac21a86fdabedd8556	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 
067d5f2d45eca748606b046ea0b9d2de	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Spongiibacteraceae	 BD1-7_clade	 
036585ff53e5e56c3331b3f94baccc41	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
09a056f13a90c047111a69652e386cff	Bacteria	 	 	 	 	 	 
1044692a6b40f8b250c508932bc3b41a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
98777ce04f968139e1be796a9b3fc730	Bacteria	 	 	 	 	 	 
1b95afdb5825ddfec76d384177341c3f	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Candidatus_Aquiluna	 uncultured_bacterium
1cb22845928e18f157c8bf7176761b70	Bacteria	 Proteobacteria	 	 	 	 	 
44c38eb46ff517809be50aaee43fc652	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_III	 Clade_III	 
6c30986e453746a52ce8c9251ba4d673	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 
dba1ae78ede7d25225ae2a99d776a2a4	Bacteria	 Bacteroidota	 Rhodothermia	 Balneolales	 Balneolaceae	 Balneola	 uncultured_Balneola
e0539df834c094836dc1dc0ca31f97d0	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
95b466fa80e0bd503d20b61493d1ec48	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 uncultured_marine
189b9a7791ac357b86820647e3cae464	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 JL-ETNP-F27	 uncultured_bacterium
a4a41bfba8713f513f17072e03335344	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopumilus	 
62421078e879556f2da38f053465a9eb	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
c9464f5505f2130e616602dcd6e5dff8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 	 
d6a67b104d1a4adde352056d0318d97a	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 CL500-3	 
88add439185733fa7aee41b4258396e4	Unassigned	 	 	 	 	 	 
d30dc5253316964fd7d45743e56d3ef3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
c82071de71510ecddbf3eadd47e3ded5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Spongiibacteraceae	 BD1-7_clade	 uncultured_bacterium
cac9afd0ba3ca625e61286d120c3850b	Bacteria	 Patescibacteria	 Gracilibacteria	 JGI_0000069-P22	 JGI_0000069-P22	 JGI_0000069-P22	 
c6a7cde5e84c2a4b160341384988852d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
cfe3dcc83020f5b492ea5ef7bd849de5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
b64ab516db4985c9b4ae29cf8abb3463	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
584d8aedfd4dc464a20fa1590805e681	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HgCo23	 HgCo23	 HgCo23	 uncultured_bacterium
b8080a6750d18be86051ff5df944b8ab	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 marine_metagenome
e3aca7c4636f2b48bd082b90f2b0de80	Bacteria	 Bdellovibrionota	 Oligoflexia	 053A03-B-DI-P58	 053A03-B-DI-P58	 053A03-B-DI-P58	 uncultured_marine
869878c20545062f25a3493a346a9dc9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 uncultured	 
925046e02d84022f08219f111c1f1822	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 SM2D12	 SM2D12	 uncultured_organism
b25042e177d93328dacdc1dbb769dab1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas	 Pseudoxanthomonas_mexicana
23c7131d854d8015d60bcf25f1b5f787	Bacteria	 Bacteroidota	 Bacteroidia	 	 	 	 
c0b44a09272b3e5a44995ccdd704c1e1	Bacteria	 	 	 	 	 	 
63a55405cbcc621c176807c94f29ef57	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 hydrothermal_vent
96a544503289da1ac973c80bc068b020	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 uncultured_Bacteroidetes
aa6b781fb600eb178fd8105454c50e39	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Ectothiorhodospirales	 Ectothiorhodospiraceae	 uncultured	 uncultured_proteobacterium
616996b708fff13f5146961f7ab1d376	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 
eadcde9d203357f3d2c417e8a1276369	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_Oceanospirillales
0193ef6909dc168c44cbfba4aff87b8f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Steroidobacterales	 Woeseiaceae	 Woeseia	 
2e681b6d1b933b32f96cf0591725d304	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
2f54056e5ee83f317aa77b770955cabb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvibaculales	 PS1_clade	 PS1_clade	 uncultured_bacterium
a66b05682e16a3c332a1aaaf6b0b2d84	Bacteria	 WPS-2	 WPS-2	 WPS-2	 WPS-2	 WPS-2	 hydrothermal_vent
eb3290adca2776d3219317b2399f691e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Thalassobaculales	 Nisaeaceae	 OM75_clade	 
6ad5bd13efd1866f23814ce28c37da5d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
dca4eeaeb85b377abe5aed4ec763ad8c	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_bacterium
c88034add3464397b477c3f75813dd4c	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
97a3b537d6d83b26cf67f0a35326edd2	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
25445ceac5a5627f3c08db3353ae6806	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 OM43_clade	 
18f38a31af1fab4032533a345c8b7939	Bacteria	 	 	 	 	 	 
42c3c09344e64fd15d3430e381c47c37	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_marine
f967b995ec38bddcb68da39c45dc5d40	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
f05e692f64bb65d7a4b976dc01748d64	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 OM60(NOR5)_clade	 uncultured_marine
e7501acd184a93cf9472e2fb996353f7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
eeb9042c44c08519d02fc21d1d434433	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Romboutsia	 
d6f30c2ceed71beac5839ed244b3e275	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 OM60(NOR5)_clade	 
1fb9ccab44a5edbbd165a347e9f148c1	Bacteria	 Planctomycetota	 028H05-P-BN-P5	 028H05-P-BN-P5	 028H05-P-BN-P5	 028H05-P-BN-P5	 uncultured_bacterium
5b45129cef2819d6813c0ceed20a4939	Bacteria	 Proteobacteria	 Gammaproteobacteria	 UBA10353_marine_group	 UBA10353_marine_group	 UBA10353_marine_group	 
5289648017920f8eec39566de0d4f563	Bacteria	 Firmicutes	 Bacilli	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 uncultured_marine
9400842855da13619f7fb6ad51ca1a89	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 
a7e962f0e5983879dbbedc190c97495b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
25d173b55a11f983edc6973005fc420c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
2e9b6dcce7f91f35333038e77670745e	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Microtrichaceae	 Sva0996_marine_group	 uncultured_Acidimicrobiales
2d3e3ecff04db9e5aca48e0f3312b090	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Bradymonadales	 Bradymonadales	 Bradymonadales	 uncultured_delta
e42c02d249924371d1ccdaf9879cd686	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter	 
f1b82f4f87871a5ec99769507f3e68ca	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Lentisphaerales	 Lentisphaeraceae	 Lentisphaera	 uncultured_Lentisphaerae
f61378b7539907ee359ee27adee42cef	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
88a4d20f62b432fb973bcce573ef2f0c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
054ca7bc36af26d3bae1b4d54334ce09	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 uncultured_marine
18b12e2926beb9b0ac1e85a1dcb8a65c	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
4830c343782f6dab262b1ee4bb17e77f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ia	 uncultured_alpha
48e7391cfdecb635a46eb6996fd00fe2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
68769e3a77b32af510a6caa438a8c73b	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_marine
931cab2de2ee5bc1e9a60241bb845f22	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
7a5cab4e2d34dd36a7ce211101b99c55	Bacteria	 	 	 	 	 	 
0583a6be54548df901f73bc2ec62dfae	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Bradymonadales	 Bradymonadales	 Bradymonadales	 uncultured_delta
151af33239e9055e4a34a185cd990a53	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
932b259f6fe3d125b10405f0835c803d	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 uncultured_Flavobacteriia
d081fbe6d434421babe092b198c81519	Bacteria	 	 	 	 	 	 
43a476d2c39ec9023a2c366f34e5eca2	Bacteria	 Poribacteria	 Poribacteria	 Poribacteria	 Poribacteria	 Poribacteria	 metagenome
b34fefdef11ab61f985a0433acbad6be	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_bacterium
c3160848e76e8b00c7736fd2757d67b5	Bacteria	 	 	 	 	 	 
1306eb307a8e96a9aa2b0ecddda05c1d	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
6e3c922eb0e8af48693a1389d282ef5d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 	 
8a630f7a3b1221e96697e12fdcbaa0e8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 uncultured	 uncultured_bacterium
212598aed67af3befcb224a4d4153084	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 uncultured_thaumarchaeote
4bca09b0e91f744c4183dd594d3790f4	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_planctomycete
340ddd1702115581befddbd52f0f8df8	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 
5f2987b6a4ac53447c2fb14c76dd0e03	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Puniceispirillales	 SAR116_clade	 SAR116_clade	 marine_metagenome
fea5183f090a4a0fe3a5f0d2c9839653	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Methylophilaceae	 OM43_clade	 
133b80ef4011a9b1ee90aa2a702bbff0	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 marine_metagenome
408c0e9afd8e8da2d0649092f76ac6ca	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 OM60(NOR5)_clade	 
06b79ef377f389567e2c2c0f086257cf	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
a2533faa8bd8917a812919e6636546f3	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 metagenome
ef7f91ba945ed13eec9c1f33eb5f8196	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
7e6528dabac76024f130f1595608782c	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 
b252dc413f981b81b2a7c7d4183c3d2f	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Microtrichaceae	 uncultured	 
09ff313f323ef1e8ff06d05673f32ee9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 A0839	 A0839	 uncultured_bacterium
d5fb4d65f7a8319e05a5c4d7239300f7	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
1d34d97c9c85bc8925d578f25b61309f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 Magnetospira	 uncultured_Alphaproteobacteria
34f2fa4cdd61034e69317c06ded1f7b7	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_UCG-004	 uncultured_bacterium
db5dde69e07509ee9a7d85715ac9796e	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 Eel-36e1D6	 Eel-36e1D6	 uncultured_bacterium
6ac5c96c76c2ab2a4f3486ed460b1750	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
079b6d664c017e94801a1eb57f113b09	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 
09685b5dcf34a3a4d3b10b63c04e9c9f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Spongiibacteraceae	 BD1-7_clade	 uncultured_deep-sea
72c6ad5a82855a067d6d3f480e3776c9	Bacteria	 	 	 	 	 	 
2c769b0e96ba35ca60a6aa3a15f527d8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ia	 
8884b52714b0982de06885fb47256a95	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_proteobacterium
b248110acfe244970b139d5cc645dc37	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 
e133d5e3298724acc06a142a32c06631	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HOC36	 HOC36	 HOC36	 uncultured_bacterium
649e4a33a346092698f712341cc307eb	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 
44d6a1ba6d89866184a1c0947fd26d99	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_marine
d662d41c478094e4a8f701d57e0564d4	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Sediminibacterium	 
8fd860f39b50c134eb43de2af321b12c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_bacterium
576b43eee9797f7036a8901584989470	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Porticoccaceae	 SAR92_clade	 
8fc0f10ee758b7bc021571761f6865cb	Bacteria	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 uncultured_marine
f86004ddf50c9c5e20725255ad9bc684	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 uncultured	 
4f4d922ae8043e635910ff7aeac06c08	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
8942169c220f40ed60d828c0adfcd5a1	Bacteria	 	 	 	 	 	 
b9a4ad7dfa26b471faa24189352288ad	Bacteria	 	 	 	 	 	 
489f91fd958ed35dd2a72fb6bc11a055	Bacteria	 Patescibacteria	 Gracilibacteria	 Absconditabacteriales_(SR1)	 Absconditabacteriales_(SR1)	 Absconditabacteriales_(SR1)	 uncultured_marine
b1970b1bffbd1a883b8217032d9b913d	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Flammeovirgaceae	 Algivirga	 uncultured_bacterium
b610958f8dad24f8ab227df9b8326ff2	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 	 
375e9e17e952cf1cb9a0beb1525585d0	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group	 unidentified_marine
a16aa58b583416d5e857612405658921	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 MWH-UniP1_aquatic_group	 MWH-UniP1_aquatic_group	 uncultured_marine
f387aa244b77f99af13e4e18733b5e9d	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_marine
0dc84ad98fa6725706514cda6f1829a8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Steroidobacterales	 Woeseiaceae	 Woeseia	 uncultured_marine
41e5738dfea853d57907c5695c6ccefc	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
9486da0dfc61a6cc41f58f2c399de20d	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 	 
b060079a052d8ef0971aa8faf2adb85c	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 
ba401d97a3d1fd259b0c9abfb61197a6	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_marine
970641f144b8f137be67ea25ea8e40ef	Bacteria	 Proteobacteria	 	 	 	 	 
931052e777a5252543b248a1c1f78b8a	Bacteria	 PAUC34f	 PAUC34f	 PAUC34f	 PAUC34f	 PAUC34f	 uncultured_bacterium
18e087b716b4b6b42a2a4d26c6c5367e	Bacteria	 PAUC34f	 PAUC34f	 PAUC34f	 PAUC34f	 PAUC34f	 uncultured_marine
f11507ae6608d63ff2e739a772441a6f	Bacteria	 	 	 	 	 	 
af3ab30aa57543c862c68762ab4488bd	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
bc525f42e05673e84e6370d9d762953c	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 
e7583fd5b27a522d12024f300020ff05	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
667056e7769500e21052bd12d4ffde76	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
e19419fce1c8d6296acfaabf74b7845d	Bacteria	 	 	 	 	 	 
aafd7e555465c7e16a368ca8542f51b0	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
74ce8037e47c05ff3a3c0df6ee1f2396	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 Vicingus	 uncultured_Cryomorphaceae
33cafdb23caa43852d51b77b1c33f122	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 uncultured_Peredibacter
270fc64eb1c8dd892fbd17d020f1de98	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 
0437dd14af482e7f6351e7bf2da0fe9e	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_delta
a4897cfba658795b03dfebedb761711d	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 
15b714798892a1966aab90c580cc9fe2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ascidiaceihabitans	 
12f689e7b60f5ecde079918172bcc7ad	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_deep-sea
03ccd199abddc8af61f433775762f174	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 Simkaniaceae	 Ga0074140	 
3bee770143fc9cdc35cba8404b875969	Bacteria	 Proteobacteria	 Gammaproteobacteria	 UBA10353_marine_group	 UBA10353_marine_group	 UBA10353_marine_group	 uncultured_gamma
510f56c54a72fe611816091ea1150a66	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 
556ed80c421f4d3e95b768b2572dec8e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvibaculales	 OCS116_clade	 OCS116_clade	 
5ee181e7af48fbffd85476b1eefd0472	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 
af39a407acc07fc422d18e62db91e867	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Myxococcaceae	 P3OB-42	 uncultured_bacterium
1eb3041f3ba80d5b93dd88750590d69d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
219828ed16a5053b059349ee15eec698	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sneathiellales	 Sneathiellaceae	 uncultured	 uncultured_Rhodospirillales
a11edc1c78c88cc924e20a540070fe5f	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
a16a6c16a85f59d12223f986480f657e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
b8298b5e55cab1bc986f934a1433e955	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
c08fe22577d0025ef85c3783ef16228a	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Microtrichaceae	 Sva0996_marine_group	 
c2df7fb393cdf524a403afffc01227c9	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 uncultured	 metagenome
fa47ba11a3086efef568fb92a21ac7fd	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 Lentimonas	 uncultured_bacterium
3cb0dfc1284aa45866238d5ef22521ac	Bacteria	 	 	 	 	 	 
5f4e55d4d407080eaf76ad93eb9968b1	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Phormidiaceae	 Trichodesmium_IMS101	 
cf932ec05fd9fa0534c61f16d7f60eba	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 Magnetospira	 uncultured_Alphaproteobacteria
0678751fed080c75058c56eccca734af	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Crocinitomix	 
